1796.998112	1797.425207	Ga
1797.501411	1797.930278	Dha
1798.004710	1798.329018	Pa
1798.329018	1798.708265	Ga
1798.715927	1799.056747	Ri
1799.170803	1799.961195	Sa
1799.968284	1800.430822	Sa
1800.430822	1800.809738	Ri
1800.809738	1801.426382	Ga
1801.529668	1802.108498	Pa
1802.147368	1802.235863	Ga
1802.235863	1802.419640	Pa
1802.420566	1802.704140	Dha
1802.731393	1802.893091	Pa
1802.971365	1803.107554	Ga
1803.107554	1803.264192	Ri
1803.371597	1804.129026	Ga
1811.567753	1811.881914	Pa
1811.944316	1812.279994	Ga
1812.335941	1813.196656	Dha
1813.261209	1813.629165	Pa
1813.659290	1814.042308	Ga
1814.115469	1814.444692	Pa
1814.509246	1814.847076	Dha 
1814.961121	1815.692728	Sa
1815.742219	1816.198398	Sa
1816.189791	1816.734193	Dha
1816.734193	1817.149488	Pa
1817.435676	1817.866033	Pa
1817.866033	1818.249051	Ga
1818.300694	1818.662194	Ri
1818.680977	1819.271731	Ga
1819.341643	1819.886955	Pa
1819.937641	1820.759104	Dha
1820.759104	1821.190809	Sa
1821.190809	1821.626010	Sa
1828.398711	1828.650394	Pa
1828.729044	1829.660619	Dha
1829.697322	1830.015421	Pa
1830.038142	1830.441883	Ga
1830.520533	1830.891066	Pa
1830.891066	1831.677573	Dha
1831.735250	1832.140738	Pa
1832.140738	1832.561957	Ga
1832.642355	1833.023374	Dha
1833.070565	1833.374681	Pa
1833.423619	1833.857072	Dha
1833.869306	1834.577163	Ga
1834.881279	1835.113736	Pa
1835.150439	1835.534954	Dha
1835.534954	1835.940442	Sa
1835.992876	1836.858034	Pa
1836.880755	1837.265270	Dha
1837.265270	1837.903215	Ga
1838.202088	1838.521934	Pa
1838.595341	1839.035785	Dha
1839.035785	1839.439526	Sa
1839.446517	1839.888709	Ri
1839.888709	1840.727650	Dha
1840.946124	1841.299179	Sa
1841.363847	1841.882942	Pa
1842.078695	1842.534869	Da
1842.534869	1843.120380	Ga
1843.158831	1843.770559	Pa
1843.779298	1844.628726	Dha
1844.653195	1845.331339	Sa
1845.320852	1846.053178	(Dha)
1846.053178	1846.607229	(Ga)
1866.203495	1866.974272	Ga
1867.045931	1867.404229	Ga 
1867.442680	1867.813213	Ri
1867.832438	1868.239674	Ri
1868.307838	1869.061138	Ga
1869.118815	1869.987468	Ga
1870.015433	1870.403443	Ga
1870.417426	1870.744263	Ri
1870.821166	1871.258115	Pa
1871.350748	1872.179202	Ga
1872.271835	1872.544491	Pa
1872.561969	1873.418388	Ri
1873.418388	1873.705026	Ga
1873.809894	1874.620870	Sa
1874.678547	1875.166182	Ri
1875.166182	1875.692268	Dha
1876.704241	1877.029330	Dha
1877.092251	1877.929444	Ga
1877.945174	1878.380375	Ri
1878.394357	1878.833054	Ga
1878.857523	1879.180865	Sa
1879.249029	1879.547901	Ri
1879.603831	1880.482971	Dha
1880.594830	1880.926911	Sa
1880.935650	1881.456492	Ri
1881.446006	1881.926649	Pa
1881.972092	1882.674705	Ga
1882.753355	1883.020768	Pa
1883.020768	1883.403535	Ri
1883.475194	1883.829997	Ga
1883.913891	1884.679424	Pa
1884.759823	1885.097147	Pa
1885.163563	1885.590025	Dha
1885.600512	1886.191266	Ga
1886.726091	1886.921844	Ga
1887.009234	1887.243438	Pa
1887.292376	1888.059658	Dha
1888.105101	1888.550788	Dha
1889.837164	1890.122055	Pa
1890.184975	1890.600950	Dha
1890.667366	1891.020421	Sa
1891.043142	1891.854119	Dha
1891.936265	1892.289319	Sa
1892.326023	1892.728016	Ri
1892.782197	1892.977950	Sa
1893.269832	1893.654346	Ga
1893.671824	1894.446097	Ri
1894.509018	1895.127737	Pa
1895.171431	1895.727230	Ga
1895.760438	1896.150196	Ga
1896.157187	1896.550441	Ri
1896.623848	1896.789889	Sa
1897.041571	1897.459294	Dha
1897.537944	1897.884008	Ga
1897.899738	1898.401355	Ri
1898.502727	1898.834808	Sa
1899.149410	1899.533925	Dha
1899.544412	1900.061759	Ri
1900.094967	1900.400831	Sa
1900.413066	1901.030037	Dha
1901.276476	1901.622539	Pa
1901.680216	1902.208050	Dha
1902.243006	1902.499931	Pa
1902.543626	1903.109912	Ga
1903.358098	1903.796795	Pa
1903.807281	1904.202283	Ga
1904.228500	1904.653214	Ri
1904.642727	1905.209012	Ga
1905.202021	1905.878417	Pa
1905.866183	1906.769792	Dha
1906.790766	1907.393755	(Sa)
1907.393755	1907.961788	(Dha)
1908.362032	1909.561019	(Dha)
1909.583740	1910.307327	(Sa)
1951.207453	1951.445153	Pa
1951.453892	1951.621680	Dha
1951.628672	1952.252634	Sa
1952.270112	1952.460622	Dha
1952.460622	1952.649383	Ri
1952.708808	1952.883588	Sa
1952.894074	1953.290824	Dha
1953.322284	1953.488324	Pa
1953.514541	1953.694564	Ga
1953.706799	1953.885074	Dha
1953.930516	1954.273084	Pa
1954.313283	1954.706537	Ga
1954.699546	1954.862090	Ri
1954.870829	1955.459836	Ga
1955.522757	1956.125745	Pa
1956.202648	1956.943713	Dha
1957.057320	1957.457564	Sa
1957.464556	1957.688273	Sa
1962.365370	1962.543645	Pa
1962.566366	1962.741146	Ga
1962.793579	1962.964863	Pa
1962.984089	1963.398316	Dha
1963.433272	1963.590573	Pa
1963.625529	1963.803804	Ga
1963.840508	1964.038009	Pa
1964.025774	1964.422523	Dha
1964.446992	1964.649737	Ga
1964.675953	1965.042990	Pa
1965.042990	1965.266708	Ri
1965.266708	1965.677439	Ga
1965.691422	1965.944852	Sa
1965.948347	1966.320628	Ri
1966.310141	1966.598527	Ri
1966.582797	1966.941094	Ga
1966.941094	1967.797513	Pa
1967.797513	1968.669663	Dha
1973.385211	1973.811672	Ri
1973.804681	1974.000434	Ri
1974.014417	1974.201430	Ga
1974.232891	1974.435635	Pa
1974.465347	1974.811411	Ga
1974.863844	1975.045615	Pa
1975.084066	1975.243116	Dha
1975.290306	1975.466833	Sa
1975.489555	1975.830374	Dha
1975.895043	1976.089048	Sa
1976.118760	1976.291792	Ri
1976.326748	1976.512014	Ga
1976.512014	1976.695532	Ga
1976.695532	1976.910511	Ri
1976.910511	1977.101021	Sa
1977.101021	1977.319495	Sa
1977.319495	1977.530978	Dha
1977.541465	1977.728479	Pa
1977.737218	1977.943457	Ga
1977.943457	1978.107750	Ri
1978.107750	1978.780651	Ga
1978.787642	1979.383640	Pa
1979.415100	1980.192868	Dha
1984.894434	1985.104169	Dha
